| bank.n.bnc.1065            | unclear                                |
| tie.n.bnc.1601             | tie%1:26:01::                          |
| tie.n.bnc.1601             | tie%1:26:01::                          |
| tie.n.bnc.1681             | tie%1:06:01::                          |
| tie.n.bnc.1681             | tie%1:06:01::                          |
| tie.n.bnc.1681             | tie%1:06:01::                          |
| tie.n.bnc.171              | tie%1:11:00::                          |
| tie.n.bnc.171              | unlisted-sense                         |
| tie.n.bnc.171              | tie%1:11:00::                          |
| tie.n.bnc.1752             | tie%1:26:01::                          |
| tie.n.bnc.1752             | tie%1:26:01::                          |
| tie.n.bnc.1752             | tie%1:26:01::                          |
| tie.n.bnc.1753             | tie%1:26:01::                          |
| tie.n.bnc.1753             | tie%1:26:01::                          |
| tie.n.bnc.1753             | tie%1:26:01::                          |
| tie.n.bnc.1815             | tie%1:06:01::                          |
| tie.n.bnc.1815             | tie%1:06:01::                          |
| tie.n.bnc.1815             | tie%1:06:01::                          |
| tie.n.bnc.1816             | tie%1:06:01::                          |
| tie.n.bnc.1816             | tie%1:06:01::                          |
| tie.n.bnc.1816             | tie%1:06:01::                          |
| tie.n.bnc.1852             | tie%1:06:01::                          |
| tie.n.bnc.1852             | tie%1:06:01::                          |
| tie.n.bnc.1852             | tie%1:06:01::                          |
| tie.n.bnc.1884             | unclear                                |
| tie.n.bnc.1884             | unclear                                |
| tie.n.bnc.1884             | tie%1:06:04::                          |
| tie.n.bnc.1932             | tie%1:26:01::                          |
| tie.n.bnc.1932             | tie%1:26:01::                          |
| tie.n.bnc.1932             | tie%1:26:01::                          |
| tie.n.bnc.1932             | tie%1:26:01::                          |
| tie.n.bnc.1935             | tie%1:26:01::                          |
| tie.n.bnc.1935             | tie%1:26:01::                          |
| tie.n.bnc.1935             | tie%1:26:01::                          |
| tie.n.bnc.1935             | tie%1:26:01::                          |
| tie.n.bnc.1959             | tie%1:06:01::                          |
| tie.n.bnc.1959             | tie%1:06:01::                          |
| tie.n.bnc.1959             | tie%1:06:01::                          |
| tie.n.bnc.1959             | tie%1:06:01::                          |
| tie.n.bnc.2009             | tie%1:06:04::                          |
| tie.n.bnc.2009             | tie%1:06:04::                          |
| tie.n.bnc.2009             | tie%1:06:04::                          |
